Game,Console,Genre,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Relase Year
"Bionic Commando Rearmed 2
",XBL,Platform,Capcom,Fatshark,6.4,6.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Feb 11,N/A,2011
"Hell Yeah! the Wrath of the Dead Rabbit
",X360,Platform,Unknown,Arkedo Studio,6.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 22,N/A
"Bouncy Bullets
",PSV,Platform,Ratalaika Games,Ratalaika Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jul 19,13th Jul 19,2019
"Joggernauts
",NS,Platform,Unknown,Space Mace,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Oct 18,N/A
"Kao the Kangaroo
",PC,Platform,Unknown,Tate Multimedia,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st May 22,N/A
"Mighty Switch Force! Collection
",XOne,Platform,Unknown,WayForward,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jul 19,N/A
"Sackboy's Prehistoric Moves
",PSN,Platform,Sony Computer Entertainment,XDev,6,6.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Dec 10,N/A,2010
"Sir Eatsalot
",PSV,Platform,Unknown,Behind the Stone,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Apr 18,N/A
"SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated
",XOne,Platform,THQ Nordic,THQ Nordic,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jun 20,29th Sep 20,2020
"Stela
",XOne,Platform,Unknown,SkyBox Labs,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 19,N/A
"Super Meat Boy Forever
",NS,Platform,Team Meat,Team Meat,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Dec 20,13th Feb 18,2020
"Super Monkey Ball: Banana Blitz HD
",NS,Platform,Sega,Sega,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 19,31st Jan 21,2019
"Super Skull Smash GO! 2 Turbo
",PSV,Platform,Poppy Works,TACS Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Jul 18,22nd Jul 18,2018
"The Liar Princess and the Blind Prince
",PSV,Platform,Nippon Ichi Software,Nippon Ichi Software,6,N/A,N/A,N/A,0.01,N/A,N/A,0.01,N/A,31st May 18,06th Jun 18,2018
"Wonder Boy: Asha in Monster World
",NS,Platform,Unknown,ArtDink,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Apr 21,N/A
"Sonic Lost World
",WiiU,Platform,Sega,Sonic Team,5.7,6,N/A,N/A,0.37,0.20,0.13,0.01,0.03,29th Oct 13,07th Apr 18,2013
"Wawa Land
",iOS,Platform,Unknown,Play Fripp,5.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 22,N/A
"Aeon Drive
",PC,Platform,Unknown,2Awesome Studio,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Oct 21,N/A
"Super Mario All-Stars: Limited Edition
",Wii,Platform,Nintendo,Nintendo EAD,5.5,7.2,N/A,2.24,N/A,N/A,N/A,N/A,N/A,12th Dec 10,N/A,2010
"Dark Void Zero
",DSiW,Platform,Capcom,Other Ocean Interactive,5.3,8.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jan 10,N/A,2010
"Emerald Shores
",PSV,Platform,Unknown,Fordesoft,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Mar 19,N/A
"FOX n FORESTS
",NS,Platform,Unknown,Bonus Level Entertainment,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 22,N/A
"Rad Rodgers
",XOne,Platform,THQ Nordic,3D Realms,5,N/A,N/A,N/A,0.02,0.02,N/A,N/A,0.00,21st Feb 18,08th Jan 18,2018
"Save me Mr Tako: Tasukete Tako-San
",NS,Platform,Nicalis,Christophe Galati,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Oct 18,17th Oct 18,2018
"Shiftlings - Enhanced Edition
",NS,Platform,Unknown,Rock Pocket Ltd,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Feb 18,N/A
"Whipseey and the Lost Atlas
",NS,Platform,Unknown,Daniel A. Ramirez,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 19,N/A
"Knack
",PS4,Platform,Sony Computer Entertainment,SCE Japan Studio,4.8,8.4,N/A,1.00,N/A,N/A,N/A,N/A,N/A,15th Nov 13,17th Sep 18,2013
"Prince of Persia: Epilogue
",PSN,Platform,Ubisoft,Ubisoft Montreal,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 09,N/A,2009
"Prince of Persia: Epilogue
",XBL,Platform,Ubisoft,Ubisoft Montreal,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 09,N/A,2009
"Witchcrafty
",PSV,Platform,Unknown,PigeonDev,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jul 21,N/A
"InMomentum
",PC,Platform,Unknown,Digital Arrow’,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 11,N/A,2011
"Sonic Adventure
",XBL,Platform,Sega,Sonic Team,4,4.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Sep 10,N/A,2010
"Thomas Was Alone: Benjamin's Flight
",PS3,Platform,Unknown,Mike Bithell Games,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Aug 22,N/A
"Disney Epic Mickey 2: The Power of Two
",WiiU,Platform,Disney Interactive Studios,Junction Point Studios,3.7,5.9,N/A,N/A,0.24,0.13,0.08,0.01,0.02,18th Nov 12,13th Sep 20,2012
"Kao the Kangaroo - Oh! Well
",XS,Platform,Unknown,Tate Multimedia,3.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Nov 22,N/A
"Android Hunter A
",PC,Platform,Unknown,DigiPlox,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 20,N/A
"GRID
",PS3,Racing,Codemasters,Codemasters,9.3,8.6,N/A,N/A,1.10,0.31,0.57,0.03,0.19,03rd Jun 08,N/A,2008
"GRID
",X360,Racing,Codemasters,Codemasters,9.3,8.7,N/A,N/A,0.87,0.33,0.44,0.01,0.09,03rd Jun 08,N/A,2008
"DiRT 3
",X360,Racing,Codemasters,Codemasters,9.1,9.1,N/A,N/A,0.71,0.23,0.40,0.01,0.07,24th May 11,N/A,2011
"Forza Motorsport 4
",X360,Racing,Microsoft Studios,Turn 10 Studio,9,9.1,N/A,N/A,4.60,2.08,1.98,0.06,0.49,11th Oct 11,N/A,2011
"Mario Kart 7
",3DS,Racing,Nintendo,Nintendo EAD / Retro Studios,9,8.2,N/A,18.97,N/A,N/A,N/A,N/A,N/A,04th Dec 11,N/A,2011
"WipEout HD
",PSN,Racing,Sony Computer Entertainment,Studio Liverpool,9,8.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Sep 08,N/A,2008
"Gran Turismo 5
",PS3,Racing,Sony Computer Entertainment,Polyphony Digital,8.8,8.3,N/A,11.95,N/A,N/A,N/A,N/A,N/A,24th Nov 10,N/A,2010
"Trials Evolution
",XBL,Racing,Microsoft Studios,RedLynx,8.8,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,18th Apr 12,08th Oct 18,2012
"Mario Kart Wii
",Wii,Racing,Nintendo,Nintendo EAD,8.7,8.2,9.1,37.38,N/A,N/A,N/A,N/A,N/A,27th Apr 08,11th Apr 18,2008
"MotorStorm: Pacific Rift
",PS3,Racing,Sony Computer Entertainment,Evolution Studios,8.7,8,8.7,1.00,N/A,N/A,N/A,N/A,N/A,28th Oct 08,N/A,2008
"Dyad
",PSN,Racing,][ Games,][ Games,8.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Jul 12,N/A,2012
"Burnout Paradise: The Ultimate Box
",PS3,Racing,Electronic Arts,Criterion Games,8.6,9,N/A,N/A,0.07,N/A,0.05,0.01,0.01,06th Feb 09,N/A,2009
"Burnout Paradise: The Ultimate Box
",X360,Racing,Electronic Arts,Criterion Games,8.6,N/A,N/A,N/A,0.03,N/A,0.03,0.00,0.00,06th Feb 09,N/A,2009
"Need for Speed: Shift
",PS3,Racing,Electronic Arts,Slightly Mad Studios,8.6,8.2,N/A,N/A,2.65,0.69,1.40,0.04,0.52,15th Sep 09,N/A,2009
"Need for Speed: Shift
",X360,Racing,Electronic Arts,Slightly Mad Studios,8.6,8.2,N/A,N/A,1.91,0.73,0.96,0.01,0.22,15th Sep 09,N/A,2009
"DiRT 2
",PS3,Racing,Codemasters,Codemasters,8.5,8.8,N/A,N/A,0.99,0.27,0.53,0.00,0.19,08th Sep 09,N/A,2009
"DiRT 2
",X360,Racing,Codemasters,Codemasters,8.5,8.8,N/A,N/A,0.80,0.32,0.39,0.00,0.09,08th Sep 09,N/A,2009
"ExciteBots: Trick Racing
",Wii,Racing,Nintendo,Monster Games,8.5,7.7,N/A,N/A,0.28,0.26,N/A,N/A,0.02,20th Apr 09,N/A,2009
"ModNation Racers
",PS3,Racing,Sony Computer Entertainment,United Front Games,8.5,8.1,N/A,N/A,1.13,0.50,0.40,0.06,0.16,25th May 10,N/A,2010
"MotorStorm
",PS3,Racing,Sony Computer Entertainment,Evolution Studios,8.5,8.2,N/A,3.00,N/A,N/A,N/A,N/A,N/A,06th Mar 07,N/A,2007
"SkyDrift
",XBL,Racing,Unknown,Digital Reality,8.5,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Sep 11,17th Apr 19,2011
"Trials HD
",XBL,Racing,Microsoft,"RedLynx, Ltd.",8.5,8.6,N/A,2.00,N/A,N/A,N/A,N/A,N/A,12th Aug 09,N/A,2009
"Gran Turismo 5 Prologue
",PS3,Racing,Sony Computer Entertainment,Polyphony Digital,8.4,8.3,N/A,5.35,N/A,N/A,N/A,N/A,N/A,15th Apr 08,N/A,2008
"Hydro Thunder Hurricane
",XBL,Racing,Microsoft Game Studios,Vector Unit Studios,8.4,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 10,N/A,2010
"Mario Kart 8
",WiiU,Racing,Nintendo,Nintendo,8.4,8.8,N/A,8.46,N/A,N/A,N/A,N/A,N/A,30th May 14,02nd Aug 20,2014
"Need for Speed: Hot Pursuit
",PS3,Racing,Electronic Arts,Criterion Games,8.3,8.9,N/A,N/A,2.81,1.05,1.24,0.03,0.49,16th Nov 10,N/A,2010
"F1 2010
",X360,Racing,Codemasters,Codemasters Birmingham,8.2,8.4,N/A,N/A,0.88,0.18,0.59,0.01,0.10,21st Sep 10,N/A,2010
"F1 2011
",X360,Racing,Codemasters,Codemasters Birmingham,8.2,8.5,N/A,N/A,0.72,0.11,0.50,0.01,0.09,20th Sep 11,N/A,2011
"Mad Riders
",X360,Racing,Unknown,Techland,8.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Aug 22,N/A
"MotorStorm RC
",PSV,Racing,Sony Computer Entertainment,Evolution Studios,8.2,N/A,N/A,N/A,0.07,N/A,0.05,N/A,0.01,06th Mar 12,17th Jul 19,2012
"Need for Speed: Shift 2 Unleashed
",X360,Racing,Electronic Arts,Slightly Mad Studios,8.2,8.5,N/A,N/A,0.44,0.18,0.21,N/A,0.05,29th Mar 11,N/A,2011
"Wipeout 2048
",PSV,Racing,Sony Computer Entertainment,Studio Liverpool,8.1,N/A,N/A,N/A,0.38,0.13,0.19,N/A,0.06,15th Feb 12,N/A,2012
"2XL MX Offroad
",iOS,Racing,Unknown,"2XL Games, Inc.",8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DiRT
",PS3,Racing,Codemasters,Codemasters,8,8.3,N/A,N/A,1.05,0.16,0.66,N/A,0.23,11th Sep 07,N/A,2007
"DiRT
",X360,Racing,Codemasters,Codemasters,8,8.4,N/A,N/A,0.87,0.38,0.40,N/A,0.09,19th Jun 07,N/A,2007
"Driver: San Francisco
",PS3,Racing,Ubisoft,Ubisoft Reflections,8,8.2,N/A,N/A,0.95,0.24,0.53,0.01,0.17,06th Sep 11,N/A,2011
"Excite Truck
",Wii,Racing,Nintendo,Monster Games Inc.,8,7,N/A,N/A,0.53,0.39,0.03,0.08,0.04,19th Nov 06,N/A,2006
"F1 2012
",X360,Racing,Codemasters,Codemasters Birmingham,8,8.5,N/A,N/A,0.49,0.10,0.34,N/A,0.05,18th Sep 12,11th Mar 18,2012
"F1 2013
",X360,Racing,Codemasters,Codemasters Birmingham,8,N/A,N/A,N/A,0.30,0.01,0.28,0.00,0.02,08th Oct 13,24th May 18,2013
"Gran Turismo 7
",PS5,Racing,Sony Interactive Entertainment,Polyphony Digital,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Mar 22,02nd Aug 21,2022
"MotorStorm: Arctic Edge
",PSP,Racing,Sony Computer Entertainment,Bigbig Studios,8,7.7,N/A,N/A,1.04,0.16,0.58,0.00,0.30,29th Sep 09,N/A,2009
"Sonic & SEGA All-Stars Racing
",PS3,Racing,Sega,Sumo Digital,8,8,N/A,N/A,0.96,0.36,0.44,N/A,0.16,23rd Feb 10,N/A,2010
"Sonic & SEGA All-Stars Racing
",Wii,Racing,Sega,Sumo Digital,8,7.9,N/A,N/A,1.45,0.61,0.69,N/A,0.15,23rd Feb 10,N/A,2010
"Sonic & SEGA All-Stars Racing with Banjo-Kazooie
",X360,Racing,Sega,Sumo Digital,8,7.7,N/A,N/A,0.77,0.37,0.32,N/A,0.07,23rd Feb 10,N/A,2010
"Ridge Racer Unbounded
",PS3,Racing,Namco Bandai Games,Bugbear Entertainment,7.9,N/A,N/A,N/A,0.17,0.05,0.09,N/A,0.03,27th Mar 12,N/A,2012
"Blur
",PS3,Racing,Activision,Bizarre Creations,7.6,8.3,N/A,N/A,0.72,0.22,0.37,0.02,0.12,25th May 10,N/A,2010
"ModNation Racers
",PSP,Racing,Sony Computer Entertainment,SCE San Diego Studio,7.6,7.7,N/A,N/A,0.54,0.11,0.27,0.02,0.14,25th May 10,03rd Feb 18,2010
"Ridge Racer 3D
",3DS,Racing,Namco Bandai,Namco Bandai Games,7.6,7.4,N/A,0.09,N/A,N/A,N/A,N/A,N/A,22nd Mar 11,N/A,2011
"Split/Second
",X360,Racing,Disney Interactive Studios,Black Rock Studio,7.6,8.4,N/A,N/A,0.60,0.32,0.23,N/A,0.06,18th May 10,N/A,2010
"DiRT 5
",PC,Racing,Codemasters,Codemasters,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Nov 20,07th May 20,2020
"Gran Turismo
",PSP,Racing,Sony Computer Entertainment,Polyphony Digital,7.5,7.7,9.5,4.67,N/A,N/A,N/A,N/A,N/A,01st Oct 09,N/A,2009
"Sonic & Sega All-Stars Racing Transformed
",WiiU,Racing,Sega,Sumo Digital,7.5,6.9,N/A,N/A,0.53,0.19,0.28,0.02,0.04,18th Nov 12,14th Sep 20,2012
"Twisted Metal
",PS3,Racing,Sony Computer Entertainment,Eat Sleep Play,7.5,N/A,N/A,N/A,0.34,0.32,N/A,N/A,0.03,14th Feb 12,06th Aug 18,2012
"Modnation Racers: Road Trip
",PSV,Racing,Sony Computer Entertainment,SCEA,7.3,N/A,N/A,N/A,0.31,0.15,0.11,N/A,0.05,22nd Feb 12,N/A,2012
"Need for Speed: Nitro
",Wii,Racing,Electronic Arts,EA Montreal,7.3,7,N/A,N/A,0.83,0.45,0.30,N/A,0.08,02nd Nov 09,N/A,2009
"MotoGP 09/10
",PS3,Racing,Capcom,Monumental Games,7.2,7,N/A,N/A,0.22,0.05,0.13,N/A,0.04,23rd Mar 10,N/A,2010
"MotoGP 09/10
",X360,Racing,Capcom,Monumental Games,7.2,7,N/A,N/A,0.17,0.07,0.09,N/A,0.02,23rd Mar 10,N/A,2010
"DiRT Showdown
",X360,Racing,Codemasters,Codemasters,7.2,N/A,N/A,N/A,0.23,0.08,0.13,N/A,0.02,12th Jun 12,29th Oct 18,2012
"Ride 4
",PS4,Racing,Milestone S.r.l.,Milestone S.r.l.,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 20,14th Apr 20,2020
"Test Drive Unlimited 2
",PS3,Racing,Atari,Eden Studios,7,6.9,N/A,N/A,0.63,0.16,0.35,0.01,0.11,08th Feb 11,N/A,2011
"Wreckfest
",PS4,Racing,THQ Nordic,Bugbear Entertainment,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 19,19th Dec 18,2019
"MX vs. ATV: Alive
",X360,Racing,THQ,Rainbow Studios,6.9,6.9,N/A,N/A,0.55,0.37,0.13,N/A,0.05,10th May 11,N/A,2011
"FAST - Racing League
",WW,Racing,Shin'en,Shin'en Multimedia,6.8,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th May 11,N/A,2011
"MotorStorm: Apocalypse
",PS3,Racing,Sony Computer Entertainment,Evolution Studios,6.8,7.6,N/A,N/A,0.49,0.21,0.20,N/A,0.08,03rd May 11,N/A,2011
"Need for Speed: The Run
",X360,Racing,Electronic Arts,EA Black Box,6.8,5.5,N/A,N/A,1.37,0.63,0.57,0.00,0.16,15th Nov 11,N/A,2011
"Yu-Gi-Oh! 5D's Wheelie Breakers
",Wii,Racing,Konami,Konami,6.7,7.5,N/A,N/A,0.10,0.09,0.01,N/A,0.01,19th May 09,N/A,2009
"Beach Buggy Racing 2: Island Adventure
",NS,Racing,Unknown,Vector Unit,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Mar 21,N/A
"Need for Speed Rivals
",PS4,Racing,Electronic Arts,Ghost Games,6.5,N/A,N/A,N/A,2.17,0.75,1.04,0.03,0.35,15th Nov 13,16th Jan 18,2013
"Pimp My Ride: Street Racing
",DS,Racing,Activision,Virtuos,6.5,N/A,N/A,N/A,0.03,0.03,N/A,N/A,0.00,24th Mar 09,N/A,2009
"NASCAR 2011: The Game
",X360,Racing,Activision,Eutechnyx,6.2,6,N/A,N/A,0.31,0.29,N/A,N/A,0.02,29th Mar 11,N/A,2011
"Burnout Paradise Remastered
",PS4,Racing,Electronic Arts,Stellar Entertainment,6,8,N/A,N/A,0.37,0.08,0.22,0.01,0.06,16th Mar 18,24th Feb 18,2018
"Need for Speed Heat
",XOne,Racing,Electronic Arts,Ghost Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Nov 19,01st Oct 19,2019
"Need for Speed: Undercover
",PS3,Racing,Electronic Arts,EA Vancouver,6,5.9,N/A,N/A,2.06,0.63,1.01,0.05,0.38,17th Nov 08,N/A,2008
"Need for Speed: Undercover
",X360,Racing,Electronic Arts,EA Vancouver,6,6.3,N/A,N/A,1.69,0.80,0.70,0.01,0.18,17th Nov 08,N/A,2008
"Redout
",NS,Racing,Nicalis,Nicalis,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Dec 18,15th Aug 18,2018
"Driveclub
",PS4,Racing,Sony Computer Entertainment,Evolution Studios,5.8,7.2,N/A,2.00,N/A,N/A,N/A,N/A,N/A,07th Oct 14,25th Sep 18,2014
"Asphalt: Injection
",PSV,Racing,Ubisoft,Ubisoft,5.4,N/A,N/A,N/A,0.26,0.14,0.07,N/A,0.05,14th Feb 12,N/A,2012
"Spy Hunter
",PSV,Racing,Unknown,TT Fusion,5.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Aug 22,N/A
"Asphalt 3D
",3DS,Racing,Ubisoft,Konami,5.1,4,N/A,N/A,0.49,0.27,0.16,0.02,0.04,22nd Mar 11,N/A,2011
"Antigraviator
",PC,Racing,Iceberg Interactive,Cybernetic Walrus,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jun 18,06th Jul 18,2018
"Bang Bang Racing
",X360,Racing,Unknown,Digital Reality,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 22,N/A
"NASCAR 2011: The Game
",Wii,Racing,Activision,Eutechnyx,4.1,4.3,N/A,N/A,0.22,0.21,N/A,N/A,0.01,24th May 11,N/A,2011
"Crazy Taxi
",PSN,Racing,Sega,Sega,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Nov 10,N/A,2010
"Ridge Racer
",PSV,Racing,Namco Bandai Games,Namco Bandai Games / Celius,4,N/A,N/A,N/A,0.18,0.03,0.08,0.05,0.02,13th Mar 12,N/A,2012
"SpeedX 3D Hyper Edition
",3DS,Racing,Unknown,Gamelion Studios,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Aug 22,N/A
"Wheels of Destruction
",PS3,Racing,Unknown,Gelid Games,3.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Aug 22,N/A
"Taxi Chaos
",XOne,Racing,Unknown,Team 6 Games Studio,3.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Mar 21,N/A
"Police Chase
",XOne,Racing,Unknown,Toplitz Productions GmBh,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Nov 19,N/A
"Saints Row: The Third Remastered
",PS4,Sandbox,THQ,Volition,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd May 20,13th Apr 20,2020
"Halo: Reach
",X360,Shooter,Microsoft Game Studios,Bungie,9.6,9.3,N/A,N/A,9.97,7.08,2.01,0.08,0.80,14th Sep 10,11th Oct 18,2010
"BioShock Infinite
",PC,Shooter,2K Games,Irrational Games,9.5,N/A,N/A,4.56,N/A,N/A,N/A,N/A,N/A,26th Mar 13,N/A,2013
"Crysis 2
",X360,Shooter,Electronic Arts,Crytek,9.4,8.7,N/A,N/A,1.37,0.73,0.50,0.02,0.13,22nd Mar 11,N/A,2011
"Halo 4
",X360,Shooter,Microsoft Studios,343 Industries,9.4,N/A,N/A,N/A,9.96,6.72,2.36,0.04,0.83,06th Nov 12,N/A,2012
"Far Cry 3
",X360,Shooter,Ubisoft,Ubisoft Montreal,9.3,N/A,N/A,N/A,2.98,1.38,1.33,0.02,0.25,04th Dec 12,07th Feb 18,2012
"Gears of War 3
",X360,Shooter,Microsoft Studios,Epic Games,9.3,9.1,N/A,3.00,N/A,N/A,N/A,N/A,N/A,20th Sep 11,N/A,2011
"BioShock
",PS3,Shooter,2K Games,2K Boston / 2K Australia / 2K Marin,9.3,9.3,9.6,N/A,1.44,0.75,0.48,0.01,0.21,21st Oct 08,N/A,2008
"BioShock
",X360,Shooter,2K Games,2K Australia / 2K Boston,9.3,9.6,9.5,N/A,2.83,1.65,0.85,0.05,0.28,21st Aug 07,N/A,2007
"Metroid Prime
",GC,Shooter,Nintendo,Retro Studios,9.3,9.6,9.5,2.84,N/A,N/A,N/A,N/A,N/A,17th Nov 02,N/A,2002
"Metroid Prime: Trilogy
",Wii,Shooter,Nintendo,Retro Studios,9.3,9,9.6,N/A,0.61,0.42,0.05,N/A,0.14,24th Aug 09,N/A,2009
"Deus Ex: Human Revolution
",X360,Shooter,Square Enix,Eidos Montreal,9.1,8.8,N/A,N/A,1.38,0.77,0.47,0.02,0.12,23rd Aug 11,N/A,2011
"Radiant Silvergun
",XBL,Shooter,Treasure,"Treasure Co., Ltd.",9.1,8.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 11,N/A,2011
"BioShock 2
",PS3,Shooter,2K Games,2K Marin,9.1,8.5,N/A,N/A,1.55,0.85,0.46,0.02,0.22,09th Feb 10,N/A,2010
"BioShock 2
",X360,Shooter,2K Games,2K Marin,9.1,8.6,N/A,N/A,2.20,1.45,0.54,0.02,0.20,09th Feb 10,N/A,2010
"Killzone 2
",PS3,Shooter,Sony Computer Entertainment,Guerrilla Games,9.1,9.1,9.3,1.00,N/A,N/A,N/A,N/A,N/A,27th Feb 09,N/A,2009
"Astebreed
",NS,Shooter,Unknown,Edelweiss,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Nov 18,N/A
"Battlefield V
",PS4,Shooter,Electronic Arts,EA DICE,9,N/A,N/A,N/A,2.22,0.80,0.93,0.16,0.34,20th Nov 18,19th Dec 18,2018
"Call of Duty: Modern Warfare 2
",PS3,Shooter,Activision,Infinity Ward,9,9.5,N/A,N/A,10.61,4.99,3.66,0.38,1.59,10th Nov 09,N/A,2009
"Call of Duty: Modern Warfare 2
",X360,Shooter,Activision,Infinity Ward,9,9.5,9,N/A,13.53,8.54,3.63,0.08,1.28,10th Nov 09,N/A,2009
"Dead Space 2
",PS3,Shooter,Electronic Arts,Visceral Games,9,9,N/A,N/A,1.43,0.73,0.49,N/A,0.21,25th Jan 11,N/A,2011
"Evolve
",PS4,Shooter,2K Games,Turtle Rock Studios,9,N/A,N/A,N/A,1.01,0.38,0.41,0.05,0.16,10th Feb 15,10th May 18,2015
"Gears of War 2
",X360,Shooter,Microsoft Game Studios,Epic Games,9,9.4,9.5,5.00,N/A,N/A,N/A,N/A,N/A,07th Nov 08,N/A,2008
"GoldenEye 007
",Wii,Shooter,Activision,Eurocom Entertainment Software,9,8,N/A,N/A,1.36,0.76,0.60,0.00,N/A,02nd Nov 10,N/A,2010
"Ikaruga
",NS,Shooter,Unknown,Treasure,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st May 18,N/A
"Left 4 Dead 2
",PC,Shooter,Valve,Certain Affinity / Valve Software,9,9,N/A,N/A,0.36,N/A,0.32,N/A,0.04,17th Nov 09,N/A,2009
"Left 4 Dead 2
",X360,Shooter,Electronic Arts,Certain Affinity / Valve Software,9,9,N/A,3.00,N/A,N/A,N/A,N/A,N/A,17th Nov 09,N/A,2009
"Rage
",PS3,Shooter,Bethesda Softworks,id Software,9,7.9,N/A,N/A,1.32,0.47,0.59,0.06,0.20,04th Oct 11,N/A,2011
"Resistance 3
",PS3,Shooter,Sony Computer Entertainment,Insomniac Games,9,8.3,N/A,N/A,1.49,0.64,0.57,0.05,0.22,06th Sep 11,N/A,2011
"Shadow Complex
",XBL,Shooter,Microsoft,Chair Entertainment Group,9,8.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Aug 09,N/A,2009
"Left 4 Dead
",X360,Shooter,Valve Corporation,Certain Affinity / Valve Software,8.9,8.7,9,3.00,N/A,N/A,N/A,N/A,N/A,18th Oct 08,N/A,2008
"Unreal Tournament III
",PC,Shooter,Midway Games,Epic Games,8.9,8.4,N/A,N/A,0.06,N/A,0.05,N/A,0.01,19th Nov 07,N/A,2007
"Call of Duty: Black Ops II
",WiiU,Shooter,Activision,Treyarch,8.9,8.6,N/A,N/A,0.42,0.20,0.18,N/A,0.04,18th Nov 12,05th Jan 18,2012
"Call of Duty: Black Ops II
",X360,Shooter,Activision,Treyarch,8.9,N/A,N/A,N/A,13.86,8.27,4.32,0.07,1.20,13th Nov 12,07th Apr 18,2012
"Child of Eden
",X360,Shooter,Ubisoft,Q Entertainment,8.9,8.3,N/A,N/A,0.44,0.28,0.12,N/A,0.04,14th Jun 11,N/A,2011
